,Fire Alarm
6681,1
11212,1
50570,1
61808,0
16562,1
51719,0
13939,1
7171,1
28369,1
60563,0
24372,1
5915,1
53266,0
20988,1
51317,0
34497,1
57915,0
48665,1
2383,0
7840,1
15595,1
45896,1
39266,1
58354,0
56401,0
56973,0
60391,0
17864,1
30676,1
41903,1
6344,1
7792,1
55282,0
4463,1
35065,1
3948,1
43315,1
27407,0
50954,1
56539,0
53192,0
23847,1
6477,1
48667,1
46932,1
58477,0
37140,1
23474,1
36571,1
24536,1
61130,0
31870,1
28524,1
18412,1
29359,1
45204,1
1796,0
18701,1
36485,1
51697,0
35362,1
21561,1
12522,1
13474,1
34436,1
50823,1
50071,1
10276,1
29483,1
10511,1
36676,1
50738,1
894,0
8617,1
18177,1
11722,1
14011,1
33363,1
35256,1
57189,0
45384,1
53341,0
49411,1
51701,0
19743,1
55173,0
9518,1
23619,1
4869,1
57245,0
48783,1
4190,1
44042,1
29806,1
30272,1
17849,1
31138,1
35696,1
25511,0
55523,0
50368,1
59432,0
7493,1
36683,1
29147,1
9547,1
48464,1
27486,0
39137,1
13883,1
61573,0
3150,0
54264,0
31574,1
7484,1
27374,0
48140,1
36296,1
47863,1
52699,0
18134,1
34178,1
46010,1
62479,0
39230,1
58874,0
52403,0
53499,0
39099,1
56713,0
40021,1
5462,1
15221,1
2345,0
49788,1
23378,1
25924,0
48695,1
10709,1
22848,1
7589,1
26056,0
41658,1
4595,1
23993,1
39838,1
48129,1
59660,0
47096,1
49233,1
28900,1
8602,1
15346,1
45738,1
61800,0
38898,1
42585,1
24906,1
22035,1
6138,1
30335,1
16199,1
4874,1
28887,1
55220,0
36718,1
34515,1
50707,1
49338,1
5705,1
54065,0
7586,1
61898,0
54155,0
1478,0
35308,1
32401,1
52087,0
58732,0
49996,0
56222,0
59314,0
48676,1
21968,1
9651,1
18368,1
48265,1
46454,1
51588,0
44081,1
27072,0
36356,1
17121,1
12304,1
15936,1
25396,0
17748,1
8788,1
11777,1
36318,1
7750,1
16914,1
17160,1
55652,0
46644,1
27508,0
10897,1
59916,0
2402,0
41043,1
1592,0
52010,0
3286,1
34523,1
38584,1
17215,1
60751,0
51487,0
60092,0
23635,1
28557,1
1374,0
60848,0
26892,0
52323,0
3472,1
59602,0
26574,0
24085,1
52649,0
23911,1
59816,0
59583,0
44874,1
30566,1
15227,1
58693,0
32570,1
39415,1
17611,1
48190,1
2975,0
38686,1
46692,1
44711,1
12717,1
54887,0
49342,1
16824,1
44007,1
8753,1
6015,1
24379,1
26225,0
49528,1
42076,1
26312,0
28498,1
6830,1
282,0
4697,1
4706,1
61551,0
52007,0
28112,0
25309,0
49665,1
53766,0
14295,1
15073,1
52640,0
24997,0
49991,0
7938,1
62547,0
62022,0
44544,1
48427,1
29084,1
19098,1
38331,1
31020,1
23108,1
17579,1
38210,1
16929,1
7429,1
56138,0
41841,1
4700,1
26671,0
31162,1
15735,1
7399,1
48315,1
23831,1
24985,1
57739,0
48747,1
7715,1
52558,0
24438,1
5985,1
1676,0
32717,1
6011,1
14666,1
53296,0
60109,0
44872,1
37509,1
13508,1
25502,0
18184,1
22950,1
60770,0
25827,0
38030,1
8984,1
6810,1
8287,1
42863,1
1563,0
32406,1
15736,1
26690,0
13441,1
38028,1
23639,1
9994,1
41185,1
43024,1
48871,1
25983,0
3361,1
20436,1
40306,1
31128,1
14767,1
15641,1
2311,0
18025,1
22598,1
7660,1
4155,1
51255,0
27695,0
43523,1
19379,1
57951,0
31228,1
60667,0
33664,1
42880,1
29964,1
7365,1
5432,1
12451,1
34092,1
56209,0
21879,1
43399,1
60141,0
14768,1
14176,1
34087,1
21243,1
16316,1
20287,1
5262,1
11715,1
39709,1
17657,1
30955,1
45404,1
36474,1
26909,0
5664,1
940,0
18694,1
12524,1
42993,1
57162,0
44411,1
61489,0
14447,1
17643,1
4414,1
7101,1
42331,1
41782,1
38494,1
17732,1
18470,1
35073,1
17750,1
2102,0
51120,1
18808,1
45672,1
26891,0
53910,0
33871,1
20092,1
20965,1
51968,0
42080,1
31748,1
50748,1
10690,1
23023,1
8007,1
57486,0
14707,1
52681,0
47963,1
61336,0
3486,1
5674,1
2170,0
1688,0
21634,1
42139,1
46670,1
3078,0
5637,1
5764,1
30431,1
15314,1
9889,1
36310,1
40548,1
39841,1
33957,1
39752,1
1598,0
36704,1
13811,1
23357,1
41381,1
60807,0
20691,1
51098,1
16395,1
51311,0
4622,1
1420,0
32138,1
62062,0
28197,1
10694,1
59901,0
38397,1
56463,0
25842,0
3137,0
41080,1
61539,0
48148,1
50621,1
8983,1
46452,1
6247,1
56021,0
4866,1
30311,1
23054,1
48232,1
25741,0
28896,1
53625,0
20281,1
54242,0
2614,0
221,0
40613,1
43203,1
18726,1
52408,0
2637,0
34340,1
41406,1
5409,1
7057,1
24143,1
15478,1
44816,1
11448,1
30186,1
8526,1
24368,1
8669,1
58551,0
45473,1
28742,1
53706,0
53522,0
45599,1
61735,0
10393,1
16186,1
24258,1
23894,1
36909,1
26231,0
52097,0
55232,0
15962,1
12178,1
24747,1
31516,1
46827,1
8724,1
46836,1
51744,0
58580,0
55596,0
34435,1
4809,1
41401,1
48542,1
48374,1
34327,1
17059,1
28576,1
36324,1
8061,1
54109,0
29826,1
48443,1
16660,1
1569,0
5033,1
36486,1
61653,0
51718,0
27826,0
57814,0
4386,1
41808,1
57585,0
57504,0
47661,1
27786,0
49190,1
36707,1
39584,1
1404,0
28418,1
49065,1
43619,1
27742,0
36797,1
19612,1
46728,1
56477,0
30363,1
24187,1
1343,0
54684,0
41127,1
44376,1
8494,1
53067,0
37829,1
15312,1
5944,1
10185,1
44396,1
48421,1
42780,1
24945,1
39873,1
46138,1
30234,1
5547,1
62585,0
11001,1
32155,1
38664,1
50118,1
39564,1
34646,1
7899,1
706,0
59608,0
7030,1
27284,0
55747,0
14765,1
15107,1
29209,1
56232,0
26986,0
43993,1
13804,1
54580,0
943,0
38418,1
44505,1
53863,0
3198,1
39557,1
45085,1
13860,1
43233,1
8684,1
51502,0
48841,1
30255,1
470,0
10644,1
46088,1
32555,1
50279,1
53704,0
35089,1
8522,1
20303,1
56277,0
2316,0
62435,0
19243,1
13427,1
57990,0
41816,1
37394,1
6034,1
28519,1
6194,1
3445,1
55532,0
34011,1
47699,1
57818,0
19097,1
28688,1
48090,1
33705,1
52195,0
42023,1
58775,0
31284,1
42417,1
9440,1
23242,1
61686,0
3152,0
28242,1
40921,1
19068,1
10402,1
5437,1
56917,0
55017,0
10835,1
18717,1
9190,1
21669,1
18226,1
34647,1
24718,1
36919,1
13870,1
25282,0
36872,1
30021,1
20212,1
20117,1
34852,1
355,0
5714,1
17785,1
25853,0
59795,0
6486,1
3127,0
5135,1
28884,1
31004,1
38084,1
2738,0
48119,1
38750,1
300,0
20997,1
18458,1
50000,0
43877,1
5683,1
51706,0
47064,1
36978,1
50953,1
61925,0
51325,0
8960,1
31687,1
16513,1
60708,0
43674,1
60393,0
53758,0
24259,1
19650,1
10489,1
41505,1
61170,0
7353,1
62394,0
10912,1
38645,1
61962,0
28504,1
39164,1
51227,0
7234,1
12506,1
20070,1
56631,0
52100,0
6082,1
1551,0
54207,0
47989,1
24900,1
55599,0
13817,1
49579,1
4423,1
35543,1
35584,1
33462,1
44263,1
32108,1
46921,1
1865,0
37813,1
37358,1
41166,1
17986,1
61792,0
16509,1
34376,1
56030,0
62002,0
2851,0
21994,1
47638,1
17184,1
7330,1
44298,1
31040,1
21349,1
1011,0
16852,1
9486,1
61713,0
59472,0
59210,0
17192,1
27654,0
15857,1
26164,0
29073,1
9340,1
37508,1
51303,0
62273,0
48367,1
56705,0
3089,0
38230,1
7951,1
8406,1
34618,1
39143,1
52384,0
9083,1
48413,1
33712,1
31904,1
19947,1
37314,1
60011,0
12636,1
28951,1
28264,1
2938,0
3950,1
54249,0
17952,1
2714,0
62466,0
38986,1
13391,1
33752,1
14240,1
28891,1
54244,0
4474,1
8039,1
12071,1
60640,0
24189,1
24866,1
57982,0
21658,1
25691,0
48102,1
14393,1
44086,1
34706,1
44757,1
7327,1
59064,0
31540,1
45904,1
24995,0
58773,0
56801,0
21180,1
16142,1
62017,0
49000,1
60573,0
13967,1
33551,1
5940,1
11056,1
9046,1
39325,1
9667,1
47114,1
26846,0
23558,1
35957,1
45810,1
24485,1
4193,1
55465,0
27888,0
62208,0
12150,1
35425,1
52336,0
41776,1
38647,1
57171,0
23931,1
10660,1
3416,1
17670,1
32951,1
59653,0
5261,1
43940,1
32421,1
45036,1
61421,0
45321,1
59527,0
8132,1
6413,1
12916,1
50629,1
19798,1
57727,0
21967,1
60249,0
12042,1
41593,1
30929,1
5395,1
11134,1
7499,1
42032,1
18908,1
15760,1
36333,1
9839,1
8723,1
51783,0
47405,1
21662,1
49442,1
46990,1
8100,1
30407,1
54514,0
34322,1
42379,1
36985,1
12495,1
48476,1
26296,0
27771,0
18549,1
33636,1
35941,1
20806,1
39722,1
36958,1
57704,0
6920,1
38910,1
10600,1
34685,1
40212,1
38463,1
21181,1
16442,1
28404,1
61658,0
10019,1
6569,1
4209,1
5717,1
49750,1
19427,1
16128,1
3722,1
25089,0
25181,0
61892,0
24962,1
30725,1
5972,1
26393,0
46919,1
15654,1
57059,0
33949,1
8408,1
44499,1
51221,0
31756,1
13975,1
2198,0
1979,0
26499,0
11964,1
33198,1
34632,1
18518,1
39414,1
54645,0
41153,1
23386,1
12895,1
30302,1
18548,1
17530,1
51144,0
20013,1
8840,1
61255,0
232,0
10534,1
30027,1
1346,0
43758,1
31890,1
7506,1
4245,1
2466,0
10504,1
6113,1
34181,1
5028,1
13644,1
11866,1
56784,0
19903,1
60251,0
4635,1
40430,1
29235,1
38752,1
17938,1
6324,1
51126,1
5638,1
39887,1
7280,1
14824,1
31436,1
22437,1
609,0
20279,1
21462,1
42387,1
13494,1
16307,1
38325,1
61967,0
2190,0
50718,1
5765,1
34224,1
17189,1
33676,1
38848,1
55466,0
1819,0
8485,1
22313,1
46338,1
41535,1
661,0
22654,1
20023,1
21397,1
23742,1
34309,1
61570,0
23067,1
33389,1
46547,1
13074,1
58542,0
5881,1
29043,1
1875,0
20683,1
62176,0
48836,1
3059,0
57734,0
20768,1
13819,1
1406,0
54902,0
61403,0
18161,1
33232,1
20220,1
41287,1
9929,1
35579,1
15507,1
33111,1
32960,1
36020,1
31946,1
31466,1
30583,1
47966,1
59091,0
31692,1
43900,1
43664,1
45621,1
62375,0
3349,1
17518,1
2427,0
50715,1
33967,1
39911,1
14817,1
43885,1
1357,0
36321,1
11069,1
58682,0
48029,1
2498,0
28975,1
21917,1
2167,0
54454,0
27503,0
28160,0
46663,1
41482,1
20081,1
49379,1
29791,1
62538,0
47983,1
61111,0
3289,1
52130,0
58638,0
33987,1
29286,1
55717,0
41346,1
4009,1
4372,1
60023,0
59633,0
54031,0
49894,1
36615,1
38421,1
49489,1
7697,1
32355,1
4161,1
26314,0
25095,0
8398,1
24431,1
31230,1
62623,0
42554,1
55587,0
1802,0
58455,0
19110,1
38587,1
24317,1
48010,1
39079,1
40580,1
58329,0
13090,1
22433,1
56683,0
40680,1
12035,1
57771,0
34809,1
10676,1
14260,1
52111,0
11938,1
51770,0
18205,1
4939,1
27381,0
55084,0
4772,1
37836,1
3690,1
59457,0
61666,0
23059,1
5371,1
12041,1
17830,1
13341,1
25926,0
11224,1
45887,1
55755,0
54547,0
50488,1
39760,1
40186,1
38428,1
54489,0
2722,0
1760,0
38404,1
43381,1
10803,1
18170,1
4153,1
4008,1
53346,0
55929,0
16332,1
48560,1
28635,1
19171,1
50643,1
45816,1
41659,1
47507,1
34859,1
33200,1
17284,1
31018,1
23854,1
54672,0
19945,1
46674,1
53639,0
47232,1
54228,0
37888,1
49643,1
23787,1
33303,1
34176,1
27254,0
61575,0
20699,1
51523,0
39394,1
30650,1
55712,0
4988,1
14911,1
11126,1
24364,1
854,0
36585,1
34738,1
59878,0
25922,0
48313,1
51621,0
38602,1
12588,1
51978,0
16951,1
42016,1
40037,1
7081,1
6581,1
21271,1
45793,1
16259,1
33681,1
35728,1
62064,0
36120,1
7018,1
14928,1
16317,1
49498,1
48055,1
24572,1
10888,1
25386,0
20327,1
47164,1
9598,1
38291,1
21906,1
61841,0
61916,0
26735,0
23168,1
43579,1
7124,1
24194,1
43026,1
9589,1
32792,1
52307,0
47305,1
52533,0
6204,1
43251,1
18772,1
61598,0
26305,0
33993,1
25255,0
55241,0
2140,0
1354,0
59965,0
57908,0
5718,1
35601,1
27686,0
52567,0
16638,1
51201,0
27450,0
39399,1
17927,1
60156,0
26127,0
47732,1
9692,1
23550,1
45624,1
42233,1
13240,1
54809,0
32017,1
36376,1
3648,1
16563,1
33447,1
41091,1
36686,1
46539,1
52812,0
49332,1
9737,1
6343,1
58188,0
54786,0
54000,0
50252,1
27650,0
33256,1
19751,1
31299,1
28490,1
37463,1
41267,1
30399,1
37002,1
22945,1
42829,1
53026,0
41021,1
20726,1
18030,1
40121,1
30198,1
42845,1
13606,1
55545,0
40917,1
52459,0
58476,0
12342,1
39296,1
41937,1
45058,1
6531,1
55213,0
58730,0
12585,1
13825,1
53034,0
22714,1
57511,0
41716,1
59325,0
950,0
58215,0
3065,0
18931,1
56967,0
4335,1
15116,1
29357,1
52259,0
49035,1
53836,0
10338,1
53207,0
2435,0
35596,1
47788,1
6685,1
61875,0
16960,1
49366,1
24764,1
16896,1
49290,1
45856,1
56900,0
27006,0
34275,1
22524,1
24375,1
28221,1
30778,1
46248,1
8573,1
5921,1
7448,1
26253,0
33761,1
30293,1
15013,1
40059,1
16833,1
55723,0
27179,0
39824,1
55214,0
3060,0
36243,1
15201,1
1914,0
6264,1
62128,0
21934,1
7449,1
4231,1
57400,0
35323,1
5527,1
46862,1
21789,1
16766,1
7639,1
32651,1
16943,1
19811,1
54225,0
11473,1
3554,1
20038,1
15108,1
36541,1
31606,1
53152,0
16294,1
22301,1
52329,0
60705,0
10314,1
22174,1
31741,1
50419,1
5050,1
38586,1
38990,1
29191,1
46025,1
51583,0
13311,1
9663,1
26900,0
8875,1
22244,1
49880,1
51734,0
40375,1
32432,1
48976,1
8882,1
2002,0
48191,1
14567,1
12516,1
51807,0
52703,0
10076,1
50989,1
26011,0
10508,1
54695,0
31589,1
38929,1
33207,1
17715,1
46273,1
2797,0
13161,1
33939,1
2423,0
57648,0
12878,1
49282,1
28590,1
17709,1
29088,1
58154,0
1494,0
15698,1
59209,0
2682,0
42706,1
12843,1
36781,1
33575,1
42981,1
59271,0
21164,1
22133,1
12236,1
6495,1
61226,0
55895,0
20217,1
2980,0
125,0
8646,1
49766,1
7475,1
13087,1
25249,0
28894,1
6350,1
30412,1
19667,1
24195,1
2296,0
43196,1
460,0
17816,1
20300,1
14114,1
40953,1
57793,0
38590,1
36312,1
22406,1
25871,0
62389,0
49974,1
46541,1
45243,1
61250,0
17479,1
29374,1
15011,1
57392,0
17700,1
44894,1
24203,1
59140,0
4117,1
45515,1
35987,1
11447,1
991,0
41661,1
38453,1
48456,1
53714,0
16436,1
28686,1
15014,1
36722,1
36514,1
27805,0
18991,1
21125,1
14656,1
11643,1
969,0
15630,1
15301,1
45502,1
53248,0
39746,1
38356,1
5634,1
31849,1
37005,1
56229,0
16598,1
20237,1
38601,1
54838,0
28379,1
35775,1
61251,0
1290,0
42477,1
56219,0
57776,0
24518,1
29096,1
62381,0
16547,1
57592,0
37909,1
37466,1
33887,1
1200,0
44999,1
38879,1
8167,1
54878,0
33651,1
20245,1
11169,1
54553,0
51154,0
42508,1
41873,1
27622,0
55378,0
38208,1
757,0
17640,1
5818,1
28148,0
60060,0
43218,1
3143,0
25357,0
61021,0
62579,0
1531,0
44278,1
50215,1
35145,1
8904,1
34783,1
43678,1
24299,1
33223,1
29723,1
47398,1
4408,1
51428,0
12282,1
44513,1
6525,1
41464,1
51292,0
58556,0
24114,1
9511,1
13310,1
59724,0
31854,1
896,0
41983,1
55842,0
37962,1
40939,1
12306,1
56276,0
59499,0
55111,0
30096,1
35805,1
6126,1
3782,1
16883,1
49958,1
9557,1
31475,1
44827,1
40852,1
1543,0
45729,1
52601,0
42692,1
57186,0
50815,1
25264,0
48884,1
46455,1
10632,1
42693,1
61694,0
26113,0
48628,1
15739,1
35473,1
41064,1
60935,0
58078,0
40080,1
37165,1
28078,0
29916,1
21326,1
55043,0
44311,1
14247,1
15690,1
40881,1
43762,1
34428,1
21286,1
13408,1
50440,1
5652,1
3833,1
37999,1
53216,0
42137,1
24537,1
11930,1
10515,1
20796,1
12215,1
61350,0
46340,1
13586,1
16412,1
14694,1
3012,0
52507,0
43749,1
19205,1
25856,0
53987,0
46255,1
19365,1
25602,0
11003,1
3613,1
56272,0
46948,1
21351,1
27239,0
48447,1
10649,1
34465,1
38120,1
33921,1
27134,0
47910,1
24617,1
42984,1
55905,0
56999,0
17654,1
27485,0
46632,1
4143,1
45689,1
32787,1
30833,1
25739,0
27043,0
19180,1
20268,1
16618,1
51542,0
13942,1
22655,1
5632,1
54960,0
51993,0
27778,0
5897,1
25075,0
52980,0
40546,1
40574,1
42382,1
22279,1
17627,1
13851,1
41506,1
17971,1
31183,1
50427,1
40126,1
8249,1
59425,0
38556,1
8803,1
43913,1
22689,1
61740,0
36939,1
26003,0
583,0
62202,0
56091,0
18462,1
45821,1
628,0
43869,1
30236,1
50156,1
37572,1
48979,1
50503,1
29633,1
4395,1
17514,1
2218,0
42599,1
59518,0
10783,1
48601,1
15954,1
41577,1
43138,1
14890,1
1385,0
20658,1
27712,0
10140,1
52566,0
4192,1
62383,0
3791,1
39010,1
28691,1
46430,1
42236,1
26132,0
8959,1
48811,1
31015,1
53620,0
17068,1
26,0
12600,1
48155,1
14720,1
54943,0
50015,0
34479,1
61538,0
31649,1
35255,1
30059,1
29425,1
38107,1
12831,1
39117,1
34395,1
22186,1
7548,1
33930,1
48825,1
35869,1
4179,1
52791,0
12454,1
20351,1
58241,0
48352,1
19739,1
21240,1
25299,0
28761,1
59848,0
23710,1
30896,1
2967,0
32772,1
16502,1
6918,1
55108,0
25171,0
7196,1
26489,0
4226,1
21032,1
31727,1
963,0
11525,1
16360,1
16910,1
52039,0
3904,1
50525,1
52589,0
49443,1
19446,1
10244,1
38659,1
8250,1
50992,1
44296,1
15203,1
30306,1
44387,1
33242,1
46754,1
19972,1
44919,1
17317,1
27301,0
16942,1
33532,1
50246,1
21602,1
39451,1
24635,1
32037,1
1111,0
9161,1
27022,0
247,0
17544,1
61411,0
2513,0
6408,1
58736,0
24014,1
62314,0
19883,1
10906,1
25847,0
47041,1
34466,1
40584,1
16301,1
25997,0
39264,1
39549,1
42718,1
39388,1
26553,0
62416,0
54605,0
58826,0
31997,1
36491,1
33206,1
1377,0
35247,1
55564,0
22690,1
1370,0
19627,1
58842,0
47051,1
15515,1
58001,0
3225,1
61353,0
17733,1
4269,1
57617,0
6420,1
6651,1
61788,0
4466,1
16954,1
16773,1
6054,1
15933,1
50590,1
57069,0
36017,1
61618,0
9175,1
37133,1
59867,0
26726,0
21399,1
11703,1
11912,1
13389,1
32970,1
46997,1
25485,0
5119,1
4566,1
51228,0
24688,1
13524,1
16068,1
2628,0
16904,1
50230,1
43737,1
42081,1
49081,1
59686,0
2531,0
36457,1
58421,0
18959,1
7167,1
23653,1
18281,1
51241,0
47753,1
60440,0
46770,1
60450,0
40010,1
32641,1
25314,0
14587,1
32507,1
55628,0
33184,1
14234,1
59347,0
43875,1
47603,1
619,0
2599,0
43397,1
23868,1
44943,1
61323,0
16414,1
29354,1
1980,0
8059,1
5078,1
51094,1
1351,0
45917,1
59801,0
25443,0
33926,1
2262,0
10565,1
58739,0
20820,1
19993,1
60834,0
26438,0
9132,1
41704,1
35731,1
25558,0
255,0
24528,1
45894,1
10225,1
54879,0
60662,0
36490,1
26761,0
735,0
12618,1
48053,1
10823,1
23998,1
34343,1
18453,1
3695,1
14506,1
6874,1
53535,0
42155,1
2443,0
54441,0
41919,1
41504,1
15129,1
26014,0
42500,1
18013,1
10668,1
21430,1
11197,1
46096,1
19326,1
31575,1
62098,0
10517,1
47870,1
43191,1
23331,1
39975,1
36618,1
24286,1
49925,1
37468,1
62502,0
5879,1
26315,0
7659,1
5549,1
22857,1
48227,1
38235,1
22235,1
13115,1
13651,1
10474,1
22487,1
38568,1
52180,0
26648,0
868,0
13210,1
43748,1
968,0
12723,1
18748,1
51192,0
48743,1
29047,1
52248,0
16780,1
50712,1
2506,0
2092,0
53433,0
55351,0
38871,1
49583,1
23160,1
23100,1
8230,1
45175,1
21422,1
5216,1
21495,1
47810,1
17588,1
9581,1
14665,1
56890,1
30048,1
18627,1
51918,0
54822,0
29433,1
9562,1
35970,1
61659,0
49753,1
47336,1
9801,1
54396,0
7168,1
19794,1
40799,1
27646,0
41160,1
32246,1
35678,1
12776,1
40978,1
50857,1
7686,1
34271,1
40497,1
58079,0
14008,1
39269,1
58710,0
36225,1
9212,1
2835,0
14580,1
30804,1
60888,0
8950,1
5522,1
4548,1
6268,1
22445,1
10880,1
60145,0
853,0
55868,0
25404,0
42660,1
33963,1
62403,0
15924,1
27497,0
52065,0
36817,1
22136,1
60572,0
53132,0
55654,0
23806,1
61770,0
31013,1
13810,1
24851,1
57192,0
19166,1
48390,1
60968,0
9560,1
28792,1
4712,1
43677,1
35582,1
32476,1
40739,1
28117,0
48953,1
34587,1
20945,1
47295,1
12955,1
16653,1
53364,0
41885,1
40740,1
49312,1
43025,1
15466,1
10002,1
43169,1
15251,1
31287,1
44699,1
16905,1
37134,1
17352,1
46046,1
9177,1
3883,1
21611,1
13643,1
48474,1
25406,0
10499,1
19340,1
40456,1
16669,1
33445,1
51665,0
59894,0
23530,1
19666,1
31122,1
55948,0
50841,1
7994,1
35759,1
4557,1
14981,1
22865,1
48942,1
35377,1
6964,1
42048,1
34010,1
48935,1
62562,0
14937,1
19433,1
10914,1
61025,0
5399,1
45232,1
57315,0
16210,1
31175,1
54337,0
12207,1
27587,0
1183,0
34622,1
34180,1
55106,0
37960,1
3716,1
60318,0
14235,1
28039,0
47253,1
37048,1
51977,0
40027,1
26265,0
5369,1
43997,1
40815,1
5624,1
16455,1
13327,1
9896,1
29208,1
16137,1
13201,1
5672,1
18264,1
27528,0
4683,1
7440,1
26402,0
36226,1
19208,1
41731,1
53682,0
17204,1
2424,0
4165,1
28600,1
5440,1
8274,1
18398,1
20761,1
28185,1
59439,0
38396,1
10135,1
14528,1
27550,0
16926,1
26318,0
30004,1
19963,1
22557,1
57919,0
25649,0
19102,1
52339,0
11594,1
38513,1
22026,1
19181,1
60642,0
11845,1
62417,0
36006,1
58971,0
48697,1
35348,1
62215,0
2171,0
25389,0
58435,0
1491,0
17249,1
24890,1
47850,1
47930,1
54064,0
21739,1
45146,1
52652,0
43107,1
39196,1
52845,0
34230,1
52661,0
8015,1
43933,1
27041,0
7348,1
58987,0
57661,0
60856,0
52882,0
42608,1
53131,0
7323,1
36280,1
37143,1
34336,1
30609,1
15347,1
48201,1
14246,1
9838,1
49801,1
18455,1
22895,1
13773,1
47134,1
30480,1
7205,1
41820,1
10562,1
42148,1
34522,1
51936,0
20617,1
51606,0
40014,1
28102,0
41742,1
32439,1
18855,1
24314,1
32785,1
39701,1
26167,0
57683,0
3443,1
8258,1
51634,0
5407,1
543,0
11089,1
26245,0
53529,0
55571,0
62580,0
48694,1
34377,1
57987,0
45802,1
6733,1
44548,1
27442,0
46942,1
50406,1
15252,1
35499,1
40768,1
29573,1
37660,1
8090,1
24744,1
1240,0
10064,1
2853,0
51220,0
26567,0
30477,1
44246,1
18233,1
9548,1
40176,1
13442,1
25004,0
55086,0
47787,1
36566,1
7202,1
47139,1
7755,1
49641,1
8540,1
55644,0
28546,1
5168,1
25934,0
53402,0
48574,1
35084,1
41392,1
1128,0
30082,1
32360,1
31156,1
23770,1
36040,1
61530,0
32212,1
37634,1
16621,1
9481,1
20546,1
47251,1
54732,0
25355,0
40513,1
22395,1
9644,1
55894,0
30085,1
43925,1
10026,1
39769,1
26847,0
54766,0
13999,1
12254,1
37018,1
59131,0
2712,0
60729,0
61608,0
6319,1
21893,1
849,0
30922,1
41568,1
41246,1
61965,0
41349,1
18574,1
57225,0
59333,0
27210,0
20696,1
43261,1
54865,0
32833,1
24498,1
4345,1
45396,1
50489,1
39436,1
48252,1
58568,0
33735,1
24482,1
24678,1
27112,0
20815,1
26206,0
12453,1
45137,1
40287,1
2452,0
60262,0
45693,1
41730,1
35706,1
37370,1
13402,1
18797,1
47608,1
54800,0
21949,1
36449,1
39821,1
53076,0
57266,0
54893,0
22867,1
48032,1
55233,0
48453,1
15428,1
28158,0
42318,1
419,0
52851,0
24696,1
40570,1
50936,1
26283,0
34529,1
50854,1
36665,1
58534,0
59013,0
7829,1
4815,1
9490,1
20278,1
11057,1
47210,1
59030,0
20323,1
18953,1
22024,1
34021,1
49531,1
14451,1
40746,1
52119,0
10035,1
53911,0
50143,1
60165,0
18218,1
6565,1
47481,1
29190,1
61151,0
1127,0
13919,1
52697,0
18790,1
55607,0
3770,1
42125,1
5868,1
44958,1
30333,1
20187,1
47885,1
19489,1
32870,1
18402,1
10926,1
49650,1
10784,1
37822,1
22924,1
31371,1
9882,1
57789,0
47809,1
40741,1
35697,1
40973,1
40621,1
10364,1
42907,1
23785,1
53621,0
16812,1
54815,0
38938,1
57288,0
24242,1
36220,1
36448,1
47844,1
31573,1
51076,1
33106,1
9088,1
17534,1
51541,0
17910,1
44976,1
54778,0
8322,1
51725,0
4936,1
36935,1
14262,1
13729,1
3764,1
16221,1
46089,1
57133,0
11887,1
41183,1
10701,1
4434,1
57215,0
1055,0
31123,1
33002,1
15684,1
479,0
9870,1
48946,1
34862,1
45392,1
32451,1
51124,1
54160,0
26331,0
24055,1
23462,1
27132,0
55263,0
16656,1
30619,1
56957,0
35092,1
5248,1
54435,0
8109,1
43108,1
58521,0
32919,1
2560,0
22276,1
52946,0
16878,1
15003,1
17501,1
37436,1
11576,1
29867,1
40899,1
34007,1
28099,0
10419,1
1510,0
53536,0
51327,0
17610,1
56409,0
60284,0
25029,0
21828,1
54981,0
31773,1
10725,1
30746,1
54886,0
59377,0
17422,1
32525,1
28957,1
13985,1
45379,1
42715,1
6180,1
54154,0
52417,0
3546,1
44718,1
47146,1
43753,1
11562,1
2094,0
5385,1
13459,1
35202,1
45437,1
6236,1
44618,1
19909,1
15022,1
520,0
17853,1
13173,1
48646,1
838,0
939,0
47868,1
865,0
38611,1
12610,1
55012,0
38106,1
6675,1
44634,1
51610,0
7764,1
30095,1
56333,0
47807,1
55544,0
20340,1
47431,1
48868,1
5517,1
14957,1
3699,1
6069,1
22143,1
15051,1
372,0
8827,1
56847,0
61227,0
35156,1
15433,1
56498,0
14971,1
43720,1
27175,0
44115,1
52675,0
47973,1
16209,1
14481,1
60490,0
45269,1
24405,1
45581,1
62001,0
51066,1
5729,1
20348,1
19092,1
3010,0
56369,0
4134,1
57886,0
26444,0
27420,0
47708,1
42919,1
33666,1
42659,1
17267,1
34619,1
13558,1
1552,0
962,0
62188,0
4199,1
28705,1
26425,0
49025,1
60970,0
51418,0
44268,1
22381,1
61046,0
25495,0
11111,1
16408,1
26810,0
9019,1
27264,0
18322,1
15608,1
25750,0
46790,1
4214,1
1737,0
11995,1
62614,0
20086,1
8835,1
21167,1
31958,1
41319,1
48198,1
11706,1
58242,0
14900,1
35948,1
53147,0
45010,1
58071,0
24371,1
49186,1
33259,1
53349,0
46266,1
48595,1
8767,1
9056,1
48066,1
34437,1
26452,0
62551,0
26670,0
39819,1
61037,0
5521,1
47606,1
55944,0
26913,0
45032,1
29789,1
54883,0
10400,1
9416,1
51178,0
49567,1
31800,1
47580,1
43777,1
15934,1
25644,0
47278,1
50652,1
56203,0
57792,0
55239,0
13719,1
